catalog_id	catalog_snp_pos	strand	RDA1	RDA2
104326	79	+.0	-0.00972471209936816	-0.029224321327491896
109132	22	-.0	0.0064065684324691625	0.03693271129038459
115557	57	-.0	-0.010285847124957753	-0.0309769866917906
136448	124	+.0	8.385505578273856e-4	0.030641242014541284
138347	87	+.0	-0.034455382121190176	-0.029009703914430925
141149	106	-.0	-0.01149428408739603	-0.032853012603933245
147730	80	-.1	-0.009194226236160124	0.03206308404735717
150172	31	+.0	0.024591292927248688	0.028959229490284996
15700	147	-.0	-0.007587496576445775	-0.03199233220249827
159096	121	+.0	-0.011853116428638828	0.03675178804308955
181677	164	-.0	0.01594884825585636	0.030922709281872022
183668	33	+.0	-4.4120355813447504e-4	-0.04702404868168309
185613	49	-.0	-0.0013031383165070078	0.030692381698735373
18740	44	-.0	-0.005329003289076975	0.034806741137735346
194817	11	+.0	0.017126697041935715	0.02824687848897681
199642	89	-.0	0.018768483676176617	-0.036930974226695744
202208	65	-.0	0.011521825411136393	-0.030768519049726713
204656	39	-.0	0.0350724130143248	0.04042100339517571
216080	166	-.1	-0.019701163126225336	-0.032134462020537054
219235	229	+.0	0.014002961848986419	0.028298517013703544
243320	70	-.0	0.013000738367405682	-0.032106079377290965
25138	72	+.0	-0.017698598265522118	0.032875474810036075
258007	152	+.0	-0.004819346341613613	0.034222915902054084
284065	19	+.0	0.007497605732324793	-0.028161094221033748
290270	22	+.0	0.02694471646727028	0.030429460760935556
291650	121	-.0	0.010586259638040708	-0.03393525048545986
29625	32	+.0	-7.923280065370097e-4	-0.029594783748784693
308444	101	-.0	-0.004666612268359783	0.028353234783851412
320822	125	+.0	-0.010429439894324445	0.029214532051381192
322903	15	+.0	-0.0017373641170419214	-0.039611389160652315
326736	196	+.0	0.006435183696955493	-0.03065279701965861
327054	120	-.0	0.025794536726982956	0.03891340002237986
329610	62	+.0	-0.005657849036491209	-0.02805864628066004
337582	77	-.0	2.814582774078025e-4	-0.033488435804475206
341413	11	+.0	0.017610040550839073	-0.03504968210291363
34349	152	-.0	-0.00369463963401128	0.03728500070423668
361068	108	-.0	0.005572553842249005	0.030589344621238752
363674	115	-.0	0.012355952590631877	-0.03874869921727714
364114	165	+.1	0.001902273420171019	0.030215209884466677
371922	136	-.0	0.011918596903272826	0.03156326600637957
391431	53	+.0	0.008689009095711903	-0.039555033869630205
394743	22	-.1	-0.01796658657783665	-0.0353228157923171
407057	39	-.0	-0.05217241010133268	-0.03273631108663164
419604	257	-.0	4.6329468715839003e-4	0.028528061333316163
421328	48	+.0	0.0018529947940294225	-0.029902704014498127
424522	23	+.0	-0.012518942426812752	0.0318186381496085
439613	9	+.1	-0.007188201793755709	0.027830206500627234
446597	65	-.0	0.008948778063049346	-0.03189142763240437
466893	198	+.0	-0.003194941284538207	0.027937976361816025
